n,Tempo de Execução
100,0.003765106201171875
200,0.0033206939697265625
400,0.013784408569335938
800,0.0269014835357666
1000,0.04012894630432129
1200,0.052786827087402344
1400,0.07030773162841797
1600,0.09139728546142578
1800,0.2346208095550537
2000,0.16727042198181152
2500,0.21327638626098633
3000,0.30925893783569336
3500,0.4186441898345947
4000,0.5751583576202393
