n,Tempo de Execução
100,0.003119945526123047
200,0.011363744735717773
400,0.03374028205871582
800,0.055667877197265625
1000,0.07660841941833496
1200,0.1156766414642334
1400,0.1389484405517578
1600,0.16512680053710938
1800,0.20197629928588867
2000,0.24768543243408203
2500,0.37246131896972656
3000,0.5520689487457275
3500,0.7048068046569824
4000,0.9345486164093018
