n,Tempo de Execução
100,0.0014400482177734375
200,0.0042514801025390625
400,0.01523590087890625
800,0.061214447021484375
1000,0.09678149223327637
1200,0.13819193840026855
1400,0.19104933738708496
1600,0.25358033180236816
1800,0.33014917373657227
2000,0.41317200660705566
2500,0.6503603458404541
3000,0.965989351272583
3500,1.3274562358856201
4000,1.7661633491516113
