n,Tempo de Execução
100,0.001653432846069336
200,0.006867170333862305
400,0.013389825820922852
800,0.03915715217590332
1000,0.048831939697265625
1200,0.07005023956298828
1400,0.09269142150878906
1600,0.11977148056030273
1800,0.15412569046020508
2000,0.19596385955810547
2500,0.31885528564453125
3000,0.46731996536254883
3500,0.6514272689819336
4000,0.8839380741119385
