n,Tempo de Execução
100,0.001972198486328125
200,0.006345510482788086
400,0.009796857833862305
800,0.03471803665161133
1000,0.04964876174926758
1200,0.0717310905456543
1400,0.10139274597167969
1600,0.12398886680603027
1800,0.15340137481689453
2000,0.1973555088043213
2500,0.3131728172302246
3000,0.4713473320007324
3500,0.6411802768707275
4000,0.8626244068145752
