n,Tempo de Execução
100,0.0015115737915039062
200,0.004678010940551758
400,0.014825820922851562
800,0.05748248100280762
1000,0.0911109447479248
1200,0.1323535442352295
1400,0.18137502670288086
1600,0.2449352741241455
1800,0.32403063774108887
2000,0.40812134742736816
2500,0.6531867980957031
3000,0.961219310760498
3500,1.3347532749176025
4000,1.7590751647949219
