n,Tempo de Execução
100,0.0017054319381713868
200,0.006748223304748535
400,0.027536702156066895
800,0.114219069480896
1000,0.1804288625717163
1200,0.26469218730926514
1400,0.36513533592224123
1600,0.4852228403091431
1800,0.6254450082778931
2000,0.7792413711547852
2500,1.2525636434555054
3000,1.848233127593994
3500,2.5427812814712523
4000,3.353259229660034
